"Chr"	"start_max"	"end_max"	"Id"	"score"	"strand"	"condition"	"Cluster_Shape"
"68...599"	11	381349	381479	"CNAG_01596bcd"	0	"+"	"STAT 37"	"Broad"
"352...600"	11	394956	395086	"CNAG_01603"	0	"-"	"STAT 37"	"Broad"
"438...601"	11	469618	469748	"CNAG_01632"	0	"-"	"EXPO 30"	"NA"
"431...602"	11	469618	469748	"CNAG_01632b"	0	"-"	"STAT 30"	"Broad"
"331...603"	11	469618	469748	"CNAG_01632bc"	0	"-"	"EXPO 37"	"Broad"
"353...604"	11	469618	469748	"CNAG_01632bcd"	0	"-"	"STAT 37"	"Broad"
"439...605"	11	514829	514959	"CNAG_01648"	0	"-"	"EXPO 30"	"Sharp"
"432...606"	11	514829	514959	"CNAG_01648b"	0	"-"	"STAT 30"	"Sharp"
"332...607"	11	514829	514959	"CNAG_01648bc"	0	"-"	"EXPO 37"	"NA"
"354...608"	11	514829	514959	"CNAG_01648bcd"	0	"-"	"STAT 37"	"Sharp"
"440...609"	11	533890	534020	"CNAG_01654"	0	"-"	"EXPO 30"	"Broad"
"433...610"	11	533890	534020	"CNAG_01654b"	0	"-"	"STAT 30"	"Broad"
"441...611"	11	537352	537482	"CNAG_01655"	0	"-"	"EXPO 30"	"Broad"
"434...612"	11	537352	537482	"CNAG_01655b"	0	"-"	"STAT 30"	"Broad"
"333...613"	11	537352	537482	"CNAG_01655bc"	0	"-"	"EXPO 37"	"Broad"
"355...614"	11	537352	537482	"CNAG_01655bcd"	0	"-"	"STAT 37"	"Sharp"
"86...615"	11	539582	539712	"CNAG_01657"	0	"+"	"EXPO 30"	"Sharp"
"82...616"	11	539582	539712	"CNAG_01657b"	0	"+"	"STAT 30"	"Sharp"
"83...617"	11	555296	555426	"CNAG_01664"	0	"+"	"STAT 30"	"Broad"
"69...618"	11	555296	555426	"CNAG_01664b"	0	"+"	"STAT 37"	"Broad"
"87...619"	11	604016	604146	"CNAG_01683"	0	"+"	"EXPO 30"	"NA"
"61...620"	11	604016	604146	"CNAG_01683b"	0	"+"	"EXPO 37"	"Sharp"
"442...621"	11	610987	611117	"CNAG_01686"	0	"-"	"EXPO 30"	"NA"
"334...622"	11	610987	611117	"CNAG_01686b"	0	"-"	"EXPO 37"	"NA"
"443...623"	11	677736	677866	"CNAG_01709"	0	"-"	"EXPO 30"	"Broad"
"435...624"	11	677736	677866	"CNAG_01709b"	0	"-"	"STAT 30"	"Broad"
"335...625"	11	677736	677866	"CNAG_01709bc"	0	"-"	"EXPO 37"	"Broad"
"356...626"	11	677736	677866	"CNAG_01709bcd"	0	"-"	"STAT 37"	"Broad"
"444...627"	11	686728	686858	"CNAG_01713"	0	"-"	"EXPO 30"	"Broad"
"88...628"	11	706445	706575	"CNAG_01721"	0	"+"	"EXPO 30"	"NA"
"84...629"	11	706445	706575	"CNAG_01721b"	0	"+"	"STAT 30"	"NA"
"445...630"	11	749100	749230	"CNAG_01733"	0	"-"	"EXPO 30"	"NA"
"336...631"	11	749100	749230	"CNAG_01733b"	0	"-"	"EXPO 37"	"Sharp"
"89...632"	11	755522	755652	"CNAG_01737"	0	"+"	"EXPO 30"	"Sharp"
"85...633"	11	755522	755652	"CNAG_01737b"	0	"+"	"STAT 30"	"Sharp"
"70...634"	11	755522	755652	"CNAG_01737bc"	0	"+"	"STAT 37"	"Sharp"
"436...635"	11	773007	773137	"CNAG_01744"	0	"-"	"STAT 30"	"Broad"
"446...636"	11	790183	790313	"CNAG_01750"	0	"-"	"EXPO 30"	"Sharp"
"437...637"	11	790183	790313	"CNAG_01750b"	0	"-"	"STAT 30"	"Sharp"
"337...638"	11	790183	790313	"CNAG_01750bc"	0	"-"	"EXPO 37"	"Sharp"
"357...639"	11	790183	790313	"CNAG_01750bcd"	0	"-"	"STAT 37"	"Sharp"
"90...640"	11	792257	792387	"CNAG_01751"	0	"+"	"EXPO 30"	"Broad"
"86...641"	11	792257	792387	"CNAG_01751b"	0	"+"	"STAT 30"	"Broad"
"71...642"	11	792257	792387	"CNAG_01751bc"	0	"+"	"STAT 37"	"Sharp"
"91...643"	11	795159	795289	"CNAG_01753"	0	"+"	"EXPO 30"	"NA"
"87...644"	11	795159	795289	"CNAG_01753b"	0	"+"	"STAT 30"	"Sharp"
"62...645"	11	795159	795289	"CNAG_01753bc"	0	"+"	"EXPO 37"	"Sharp"
"72...646"	11	795159	795289	"CNAG_01753bcd"	0	"+"	"STAT 37"	"Broad"
"447...647"	11	817696	817826	"CNAG_01761"	0	"-"	"EXPO 30"	"NA"
"438...648"	11	817696	817826	"CNAG_01761b"	0	"-"	"STAT 30"	"Broad"
"338...649"	11	817696	817826	"CNAG_01761bc"	0	"-"	"EXPO 37"	"Broad"
"358...650"	11	817696	817826	"CNAG_01761bcd"	0	"-"	"STAT 37"	"Broad"
"448...651"	11	862555	862685	"CNAG_01777"	0	"-"	"EXPO 30"	"Broad"
"339...652"	11	862555	862685	"CNAG_01777b"	0	"-"	"EXPO 37"	"Broad"
"439...653"	11	871871	872001	"CNAG_01781"	0	"-"	"STAT 30"	"Broad"
"92...654"	11	935545	935675	"CNAG_01789"	0	"+"	"EXPO 30"	"Broad"
"449...655"	11	961183	961313	"CNAG_01799"	0	"-"	"EXPO 30"	"Broad"
"340...656"	11	961183	961313	"CNAG_01799b"	0	"-"	"EXPO 37"	"Broad"
"93...657"	11	961277	961407	"CNAG_01800"	0	"+"	"EXPO 30"	"NA"
"88...658"	11	961277	961407	"CNAG_01800b"	0	"+"	"STAT 30"	"Sharp"
"63...659"	11	961277	961407	"CNAG_01800bc"	0	"+"	"EXPO 37"	"Sharp"
"73...660"	11	961277	961407	"CNAG_01800bcd"	0	"+"	"STAT 37"	"NA"
"94...661"	11	965051	965181	"CNAG_01803"	0	"+"	"EXPO 30"	"Broad"
"89...662"	11	965051	965181	"CNAG_01803b"	0	"+"	"STAT 30"	"Broad"
"450...663"	11	985685	985815	"CNAG_01812"	0	"-"	"EXPO 30"	"NA"
"440...664"	11	985685	985815	"CNAG_01812b"	0	"-"	"STAT 30"	"Sharp"
"359...665"	11	985685	985815	"CNAG_01812bc"	0	"-"	"STAT 37"	"Broad"
"95...666"	11	1010634	1010764	"CNAG_01824"	0	"+"	"EXPO 30"	"NA"
"90...667"	11	1010634	1010764	"CNAG_01824b"	0	"+"	"STAT 30"	"NA"
"64...668"	11	1010634	1010764	"CNAG_01824bc"	0	"+"	"EXPO 37"	"Broad"
"74...669"	11	1010634	1010764	"CNAG_01824bcd"	0	"+"	"STAT 37"	"Broad"
"451...670"	11	1037828	1037958	"CNAG_01834"	0	"-"	"EXPO 30"	"Broad"
"441...671"	11	1049590	1049720	"CNAG_01839"	0	"-"	"STAT 30"	"Broad"
"96...672"	11	1049837	1049967	"CNAG_01840"	0	"+"	"EXPO 30"	"NA"
"91...673"	11	1049837	1049967	"CNAG_01840b"	0	"+"	"STAT 30"	"NA"
"65...674"	11	1049837	1049967	"CNAG_01840bc"	0	"+"	"EXPO 37"	"NA"
"75...675"	11	1049839	1049969	"CNAG_01840bcd"	0	"+"	"STAT 37"	"NA"
"452...676"	11	1059348	1059478	"CNAG_01842"	0	"-"	"EXPO 30"	"Sharp"
"92...677"	11	1059409	1059539	"CNAG_01843"	0	"+"	"STAT 30"	"NA"
"76...678"	11	1059409	1059539	"CNAG_01843b"	0	"+"	"STAT 37"	"NA"
"97...679"	11	1069814	1069944	"CNAG_01846"	0	"+"	"EXPO 30"	"Broad"
"93...680"	11	1069819	1069949	"CNAG_01846b"	0	"+"	"STAT 30"	"Broad"
"66...681"	11	1069819	1069949	"CNAG_01846bc"	0	"+"	"EXPO 37"	"Broad"
"77...682"	11	1069819	1069949	"CNAG_01846bcd"	0	"+"	"STAT 37"	"Broad"
"78...683"	11	1095154	1095284	"CNAG_01853"	0	"+"	"STAT 37"	"Broad"
"98...684"	11	1114371	1114501	"CNAG_01861"	0	"+"	"EXPO 30"	"Broad"
"94...685"	11	1114371	1114501	"CNAG_01861b"	0	"+"	"STAT 30"	"NA"
"67...686"	11	1114371	1114501	"CNAG_01861bc"	0	"+"	"EXPO 37"	"NA"
"79...687"	11	1114371	1114501	"CNAG_01861bcd"	0	"+"	"STAT 37"	"NA"
"442...688"	11	1148126	1148256	"CNAG_01874"	0	"-"	"STAT 30"	"Broad"
"360...689"	11	1148126	1148256	"CNAG_01874b"	0	"-"	"STAT 37"	"Sharp"
"453...690"	11	1156894	1157024	"CNAG_01876"	0	"-"	"EXPO 30"	"NA"
"99...691"	11	1166283	1166413	"CNAG_01881"	0	"+"	"EXPO 30"	"Sharp"
"95...692"	11	1166283	1166413	"CNAG_01881b"	0	"+"	"STAT 30"	"Sharp"
"68...693"	11	1166283	1166413	"CNAG_01881bc"	0	"+"	"EXPO 37"	"Sharp"
"80...694"	11	1166283	1166413	"CNAG_01881bcd"	0	"+"	"STAT 37"	"Sharp"
"100...695"	11	1174211	1174341	"CNAG_01884"	0	"+"	"EXPO 30"	"Broad"
"96...696"	11	1174211	1174341	"CNAG_01884b"	0	"+"	"STAT 30"	"Broad"
"69...697"	11	1174211	1174341	"CNAG_01884bc"	0	"+"	"EXPO 37"	"Broad"
"81...698"	11	1174211	1174341	"CNAG_01884bcd"	0	"+"	"STAT 37"	"Broad"
"361...699"	11	1178860	1178990	"CNAG_01885"	0	"-"	"STAT 37"	"Broad"
"101...700"	11	1185248	1185378	"CNAG_01890"	0	"+"	"EXPO 30"	"NA"
"97...701"	11	1191750	1191880	"CNAG_01893"	0	"+"	"STAT 30"	"NA"
"443...702"	11	1198995	1199125	"CNAG_01896"	0	"-"	"STAT 30"	"Broad"
"362...703"	11	1198995	1199125	"CNAG_01896b"	0	"-"	"STAT 37"	"Broad"
"363...704"	11	1204525	1204655	"CNAG_01898"	0	"-"	"STAT 37"	"Broad"
"454...705"	11	1256308	1256438	"CNAG_01915"	0	"-"	"EXPO 30"	"Sharp"
"444...706"	11	1256308	1256438	"CNAG_01915b"	0	"-"	"STAT 30"	"Broad"
"341...707"	11	1256308	1256438	"CNAG_01915bc"	0	"-"	"EXPO 37"	"Sharp"
"364...708"	11	1256308	1256438	"CNAG_01915bcd"	0	"-"	"STAT 37"	"Broad"
"70...709"	11	1268705	1268835	"CNAG_01920"	0	"+"	"EXPO 37"	"Sharp"
"455...710"	11	1277344	1277474	"CNAG_01924"	0	"-"	"EXPO 30"	"Broad"
"342...711"	11	1277344	1277474	"CNAG_01924b"	0	"-"	"EXPO 37"	"Broad"
"365...712"	11	1277344	1277474	"CNAG_01924bc"	0	"-"	"STAT 37"	"Sharp"
"102...713"	11	1315206	1315336	"CNAG_01938"	0	"+"	"EXPO 30"	"NA"
"98...714"	11	1315206	1315336	"CNAG_01938b"	0	"+"	"STAT 30"	"Broad"
"456...715"	11	1330950	1331080	"CNAG_01942"	0	"-"	"EXPO 30"	"Broad"
"445...716"	11	1330950	1331080	"CNAG_01942b"	0	"-"	"STAT 30"	"Broad"
"343...717"	11	1330950	1331080	"CNAG_01942bc"	0	"-"	"EXPO 37"	"Broad"
"366...718"	11	1330950	1331080	"CNAG_01942bcd"	0	"-"	"STAT 37"	"Broad"
"103...719"	11	1349117	1349247	"CNAG_01951"	0	"+"	"EXPO 30"	"NA"
"99...720"	11	1349117	1349247	"CNAG_01951b"	0	"+"	"STAT 30"	"Broad"
"71...721"	11	1349117	1349247	"CNAG_01951bc"	0	"+"	"EXPO 37"	"Sharp"
"457...722"	11	1376694	1376824	"CNAG_01962"	0	"-"	"EXPO 30"	"NA"
"367...723"	11	1376694	1376824	"CNAG_01962b"	0	"-"	"STAT 37"	"Broad"
"72...724"	11	1421371	1421501	"CNAG_01976"	0	"+"	"EXPO 37"	"NA"
"368...725"	11	1449937	1450067	"CNAG_01984"	0	"-"	"STAT 37"	"Broad"
"104...726"	11	1450923	1451053	"CNAG_01985"	0	"+"	"EXPO 30"	"Broad"
"100...727"	11	1450923	1451053	"CNAG_01985b"	0	"+"	"STAT 30"	"Broad"
"82...728"	11	1450929	1451059	"CNAG_01985bc"	0	"+"	"STAT 37"	"Broad"
"446...729"	11	1472348	1472478	"CNAG_01990"	0	"-"	"STAT 30"	"Broad"
"369...730"	11	1472348	1472478	"CNAG_01990b"	0	"-"	"STAT 37"	"Broad"
"105...731"	11	1473550	1473680	"CNAG_01991"	0	"+"	"EXPO 30"	"Broad"
"101...732"	11	1473550	1473680	"CNAG_01991b"	0	"+"	"STAT 30"	"Broad"
"73...733"	11	1473550	1473680	"CNAG_01991bc"	0	"+"	"EXPO 37"	"Broad"
"83...734"	11	1473550	1473680	"CNAG_01991bcd"	0	"+"	"STAT 37"	"Broad"
"458...735"	11	1517147	1517277	"CNAG_02007"	0	"-"	"EXPO 30"	"Sharp"
"344...736"	11	1517147	1517277	"CNAG_02007b"	0	"-"	"EXPO 37"	"Sharp"
"102...737"	11	1517449	1517579	"CNAG_02008"	0	"+"	"STAT 30"	"Broad"
"459...738"	6	1411929	1412059	"CNAG_02022"	0	"-"	"EXPO 30"	"Broad"
"447...739"	6	1411929	1412059	"CNAG_02022b"	0	"-"	"STAT 30"	"Broad"
"460...740"	6	1371636	1371766	"CNAG_02033"	0	"-"	"EXPO 30"	"Sharp"
"448...741"	6	1369365	1369495	"CNAG_02035"	0	"-"	"STAT 30"	"Broad"
"345...742"	6	1369365	1369495	"CNAG_02035b"	0	"-"	"EXPO 37"	"Broad"
"370...743"	6	1369365	1369495	"CNAG_02035bc"	0	"-"	"STAT 37"	"Broad"
"74...744"	6	1318597	1318727	"CNAG_02055"	0	"+"	"EXPO 37"	"Sharp"
"106...745"	6	1280139	1280269	"CNAG_02070"	0	"+"	"EXPO 30"	"NA"
"75...746"	6	1280154	1280284	"CNAG_02070b"	0	"+"	"EXPO 37"	"Broad"
"461...747"	6	1260795	1260925	"CNAG_02078"	0	"-"	"EXPO 30"	"Sharp"
"449...748"	6	1260795	1260925	"CNAG_02078b"	0	"-"	"STAT 30"	"Sharp"
"346...749"	6	1260795	1260925	"CNAG_02078bc"	0	"-"	"EXPO 37"	"Sharp"
"371...750"	6	1260795	1260925	"CNAG_02078bcd"	0	"-"	"STAT 37"	"Sharp"
"462...751"	6	1258942	1259072	"CNAG_02079"	0	"-"	"EXPO 30"	"Broad"
"347...752"	6	1258942	1259072	"CNAG_02079b"	0	"-"	"EXPO 37"	"Broad"
"463...753"	6	1241798	1241928	"CNAG_02084"	0	"-"	"EXPO 30"	"Broad"
"464...754"	6	1223506	1223636	"CNAG_02091"	0	"-"	"EXPO 30"	"Broad"
"450...755"	6	1223506	1223636	"CNAG_02091b"	0	"-"	"STAT 30"	"Broad"
"348...756"	6	1223506	1223636	"CNAG_02091bc"	0	"-"	"EXPO 37"	"Broad"
"372...757"	6	1223506	1223636	"CNAG_02091bcd"	0	"-"	"STAT 37"	"Broad"
"107...758"	6	1193153	1193283	"CNAG_02099"	0	"+"	"EXPO 30"	"NA"
"103...759"	6	1193153	1193283	"CNAG_02099b"	0	"+"	"STAT 30"	"Sharp"
"76...760"	6	1193153	1193283	"CNAG_02099bc"	0	"+"	"EXPO 37"	"Sharp"
"373...761"	6	1192671	1192801	"CNAG_02100"	0	"-"	"STAT 37"	"Broad"
"84...762"	6	1174070	1174200	"CNAG_02105"	0	"+"	"STAT 37"	"NA"
"465...763"	6	1173961	1174091	"CNAG_02106"	0	"-"	"EXPO 30"	"Broad"
"349...764"	6	1173961	1174091	"CNAG_02106b"	0	"-"	"EXPO 37"	"Broad"
"466...765"	6	1149355	1149485	"CNAG_02116"	0	"-"	"EXPO 30"	"NA"
"451...766"	6	1149355	1149485	"CNAG_02116b"	0	"-"	"STAT 30"	"NA"
"350...767"	6	1149333	1149463	"CNAG_02116bc"	0	"-"	"EXPO 37"	"NA"
"374...768"	6	1149333	1149463	"CNAG_02116bcd"	0	"-"	"STAT 37"	"NA"
"467...769"	6	1125457	1125587	"CNAG_02128"	0	"-"	"EXPO 30"	"Broad"
"452...770"	6	1125457	1125587	"CNAG_02128b"	0	"-"	"STAT 30"	"Broad"
"351...771"	6	1125457	1125587	"CNAG_02128bc"	0	"-"	"EXPO 37"	"Sharp"
"375...772"	6	1125457	1125587	"CNAG_02128bcd"	0	"-"	"STAT 37"	"Broad"
"453...773"	6	1123197	1123327	"CNAG_02129"	0	"-"	"STAT 30"	"NA"
"352...774"	6	1123197	1123327	"CNAG_02129b"	0	"-"	"EXPO 37"	"NA"
"468...775"	6	1119632	1119762	"CNAG_02130"	0	"-"	"EXPO 30"	"NA"
"454...776"	6	1119632	1119762	"CNAG_02130b"	0	"-"	"STAT 30"	"Broad"
"353...777"	6	1119632	1119762	"CNAG_02130bc"	0	"-"	"EXPO 37"	"Sharp"
"376...778"	6	1119632	1119762	"CNAG_02130bcd"	0	"-"	"STAT 37"	"Broad"
"108...779"	6	1110516	1110646	"CNAG_02133"	0	"+"	"EXPO 30"	"Broad"
"104...780"	6	1110516	1110646	"CNAG_02133b"	0	"+"	"STAT 30"	"Broad"
"77...781"	6	1110532	1110662	"CNAG_02133bc"	0	"+"	"EXPO 37"	"Broad"
"85...782"	6	1110532	1110662	"CNAG_02133bcd"	0	"+"	"STAT 37"	"Broad"
"469...783"	6	1095680	1095810	"CNAG_02139"	0	"-"	"EXPO 30"	"NA"
"470...784"	6	1092598	1092728	"CNAG_02140"	0	"-"	"EXPO 30"	"Sharp"
"455...785"	6	1092598	1092728	"CNAG_02140b"	0	"-"	"STAT 30"	"Sharp"
"354...786"	6	1092598	1092728	"CNAG_02140bc"	0	"-"	"EXPO 37"	"Sharp"
"109...787"	6	1083893	1084023	"CNAG_02144"	0	"+"	"EXPO 30"	"NA"
"105...788"	6	1083893	1084023	"CNAG_02144b"	0	"+"	"STAT 30"	"Sharp"
"78...789"	6	1083893	1084023	"CNAG_02144bc"	0	"+"	"EXPO 37"	"NA"
"456...790"	6	1083778	1083908	"CNAG_02145"	0	"-"	"STAT 30"	"Broad"
"355...791"	6	1083778	1083908	"CNAG_02145b"	0	"-"	"EXPO 37"	"Broad"
"377...792"	6	1083778	1083908	"CNAG_02145bc"	0	"-"	"STAT 37"	"Broad"
"471...793"	6	987048	987178	"CNAG_02177"	0	"-"	"EXPO 30"	"NA"
"457...794"	6	987048	987178	"CNAG_02177b"	0	"-"	"STAT 30"	"Broad"
"356...795"	6	987048	987178	"CNAG_02177bc"	0	"-"	"EXPO 37"	"NA"
"378...796"	6	987048	987178	"CNAG_02177bcd"	0	"-"	"STAT 37"	"Broad"
"110...797"	6	970264	970394	"CNAG_02182"	0	"+"	"EXPO 30"	"Sharp"
"106...798"	6	970264	970394	"CNAG_02182b"	0	"+"	"STAT 30"	"Sharp"
"79...799"	6	970264	970394	"CNAG_02182bc"	0	"+"	"EXPO 37"	"Sharp"
"86...800"	6	970264	970394	"CNAG_02182bcd"	0	"+"	"STAT 37"	"Sharp"
"472...801"	6	959181	959311	"CNAG_02186"	0	"-"	"EXPO 30"	"Sharp"
"357...802"	6	936917	937047	"CNAG_02197"	0	"-"	"EXPO 37"	"Broad"
"379...803"	6	936917	937047	"CNAG_02197b"	0	"-"	"STAT 37"	"Broad"
"111...804"	6	931981	932111	"CNAG_02200"	0	"+"	"EXPO 30"	"NA"
"107...805"	6	931987	932117	"CNAG_02200b"	0	"+"	"STAT 30"	"Broad"
"80...806"	6	931981	932111	"CNAG_02200bc"	0	"+"	"EXPO 37"	"Broad"
"87...807"	6	931981	932111	"CNAG_02200bcd"	0	"+"	"STAT 37"	"Broad"
"112...808"	6	911622	911752	"CNAG_02209"	0	"+"	"EXPO 30"	"Broad"
"113...809"	6	904135	904265	"CNAG_02212"	0	"+"	"EXPO 30"	"Broad"
"108...810"	6	904135	904265	"CNAG_02212b"	0	"+"	"STAT 30"	"Broad"
"81...811"	6	904135	904265	"CNAG_02212bc"	0	"+"	"EXPO 37"	"Sharp"
"473...812"	6	903958	904088	"CNAG_02213"	0	"-"	"EXPO 30"	"Broad"
"458...813"	6	903958	904088	"CNAG_02213b"	0	"-"	"STAT 30"	"Broad"
"474...814"	6	874388	874518	"CNAG_02222"	0	"-"	"EXPO 30"	"Broad"
"358...815"	6	854276	854406	"CNAG_02230"	0	"-"	"EXPO 37"	"Broad"
"109...816"	6	835619	835749	"CNAG_02234"	0	"+"	"STAT 30"	"Sharp"
"82...817"	6	835619	835749	"CNAG_02234b"	0	"+"	"EXPO 37"	"Sharp"
"88...818"	6	835619	835749	"CNAG_02234bc"	0	"+"	"STAT 37"	"Sharp"
"114...819"	6	825206	825336	"CNAG_02239"	0	"+"	"EXPO 30"	"Broad"
"115...820"	6	772045	772175	"CNAG_02257"	0	"+"	"EXPO 30"	"Broad"
"110...821"	6	772047	772177	"CNAG_02257b"	0	"+"	"STAT 30"	"Broad"
"83...822"	6	772047	772177	"CNAG_02257bc"	0	"+"	"EXPO 37"	"Broad"
"89...823"	6	772047	772177	"CNAG_02257bcd"	0	"+"	"STAT 37"	"Broad"
"116...824"	6	763791	763921	"CNAG_02260"	0	"+"	"EXPO 30"	"NA"
"111...825"	6	763791	763921	"CNAG_02260b"	0	"+"	"STAT 30"	"NA"
"84...826"	6	763835	763965	"CNAG_02260bc"	0	"+"	"EXPO 37"	"NA"
"90...827"	6	763791	763921	"CNAG_02260bcd"	0	"+"	"STAT 37"	"NA"
"475...828"	6	755031	755161	"CNAG_02263"	0	"-"	"EXPO 30"	"NA"
"459...829"	6	755031	755161	"CNAG_02263b"	0	"-"	"STAT 30"	"Broad"
"359...830"	6	755031	755161	"CNAG_02263bc"	0	"-"	"EXPO 37"	"Broad"
"380...831"	6	755031	755161	"CNAG_02263bcd"	0	"-"	"STAT 37"	"Broad"
"117...832"	6	744499	744629	"CNAG_02266"	0	"+"	"EXPO 30"	"Broad"
"112...833"	6	744499	744629	"CNAG_02266b"	0	"+"	"STAT 30"	"Broad"
"85...834"	6	744499	744629	"CNAG_02266bc"	0	"+"	"EXPO 37"	"Broad"
"91...835"	6	744499	744629	"CNAG_02266bcd"	0	"+"	"STAT 37"	"Broad"
"118...836"	6	712254	712384	"CNAG_02280"	0	"+"	"EXPO 30"	"Broad"
"113...837"	6	712254	712384	"CNAG_02280b"	0	"+"	"STAT 30"	"NA"
"86...838"	6	712254	712384	"CNAG_02280bc"	0	"+"	"EXPO 37"	"Broad"
"92...839"	6	712254	712384	"CNAG_02280bcd"	0	"+"	"STAT 37"	"NA"
"460...840"	6	712195	712325	"CNAG_02281"	0	"-"	"STAT 30"	"Broad"
"461...841"	6	701486	701616	"CNAG_02285"	0	"-"	"STAT 30"	"Sharp"
"381...842"	6	701486	701616	"CNAG_02285b"	0	"-"	"STAT 37"	"Sharp"
"476...843"	6	689273	689403	"CNAG_02290"	0	"-"	"EXPO 30"	"NA"
"462...844"	6	689273	689403	"CNAG_02290b"	0	"-"	"STAT 30"	"NA"
"360...845"	6	689273	689403	"CNAG_02290bc"	0	"-"	"EXPO 37"	"Sharp"
"382...846"	6	689273	689403	"CNAG_02290bcd"	0	"-"	"STAT 37"	"Sharp"
"114...847"	6	667463	667593	"CNAG_02299"	0	"+"	"STAT 30"	"Broad"
"119...848"	6	663976	664106	"CNAG_02300"	0	"+"	"EXPO 30"	"Broad"
"477...849"	6	606060	606190	"CNAG_02326"	0	"-"	"EXPO 30"	"Broad"
"463...850"	6	606060	606190	"CNAG_02326b"	0	"-"	"STAT 30"	"Broad"
"361...851"	6	606060	606190	"CNAG_02326bc"	0	"-"	"EXPO 37"	"Broad"
"383...852"	6	606060	606190	"CNAG_02326bcd"	0	"-"	"STAT 37"	"Broad"
"120...853"	6	591579	591709	"CNAG_02330"	0	"+"	"EXPO 30"	"NA"
"87...854"	6	591579	591709	"CNAG_02330b"	0	"+"	"EXPO 37"	"NA"
"93...855"	6	591579	591709	"CNAG_02330bc"	0	"+"	"STAT 37"	"NA"
"478...856"	6	591411	591541	"CNAG_02331"	0	"-"	"EXPO 30"	"NA"
"362...857"	6	591411	591541	"CNAG_02331b"	0	"-"	"EXPO 37"	"Sharp"
"115...858"	6	553143	553273	"CNAG_02347"	0	"+"	"STAT 30"	"Sharp"
"94...859"	6	553143	553273	"CNAG_02347b"	0	"+"	"STAT 37"	"Sharp"
"121...860"	6	522748	522878	"CNAG_02359"	0	"+"	"EXPO 30"	"Sharp"
"116...861"	6	522748	522878	"CNAG_02359b"	0	"+"	"STAT 30"	"Sharp"
"88...862"	6	522748	522878	"CNAG_02359bc"	0	"+"	"EXPO 37"	"Sharp"
"95...863"	6	522748	522878	"CNAG_02359bcd"	0	"+"	"STAT 37"	"Sharp"
"122...864"	6	514971	515101	"CNAG_02362"	0	"+"	"EXPO 30"	"NA"
"117...865"	6	514971	515101	"CNAG_02362b"	0	"+"	"STAT 30"	"NA"
"89...866"	6	514971	515101	"CNAG_02362bc"	0	"+"	"EXPO 37"	"NA"
"96...867"	6	514971	515101	"CNAG_02362bcd"	0	"+"	"STAT 37"	"NA"
"123...868"	6	477470	477600	"CNAG_02377"	0	"+"	"EXPO 30"	"NA"
"464...869"	6	477307	477437	"CNAG_02378"	0	"-"	"STAT 30"	"NA"
"363...870"	6	477307	477437	"CNAG_02378b"	0	"-"	"EXPO 37"	"NA"
"118...871"	6	385796	385926	"CNAG_02412"	0	"+"	"STAT 30"	"Broad"
"97...872"	6	385796	385926	"CNAG_02412b"	0	"+"	"STAT 37"	"Broad"
"479...873"	6	376018	376148	"CNAG_02418"	0	"-"	"EXPO 30"	"Broad"
"124...874"	6	367339	367469	"CNAG_02421"	0	"+"	"EXPO 30"	"Sharp"
"125...875"	6	335974	336104	"CNAG_02434"	0	"+"	"EXPO 30"	"Broad"
"90...876"	6	335974	336104	"CNAG_02434b"	0	"+"	"EXPO 37"	"Broad"
"126...877"	6	333810	333940	"CNAG_02435"	0	"+"	"EXPO 30"	"Sharp"
"480...878"	6	331014	331144	"CNAG_02437"	0	"-"	"EXPO 30"	"Broad"
"465...879"	6	331014	331144	"CNAG_02437b"	0	"-"	"STAT 30"	"Broad"
"364...880"	6	331014	331144	"CNAG_02437bc"	0	"-"	"EXPO 37"	"Broad"
"466...881"	6	313514	313644	"CNAG_02443"	0	"-"	"STAT 30"	"Broad"
"481...882"	6	307343	307473	"CNAG_02447"	0	"-"	"EXPO 30"	"Sharp"
"467...883"	6	307343	307473	"CNAG_02447b"	0	"-"	"STAT 30"	"Sharp"
"365...884"	6	307343	307473	"CNAG_02447bc"	0	"-"	"EXPO 37"	"Broad"
"482...885"	6	232875	233005	"CNAG_02470"	0	"-"	"EXPO 30"	"NA"
"468...886"	6	232880	233010	"CNAG_02470b"	0	"-"	"STAT 30"	"Broad"
"366...887"	6	232875	233005	"CNAG_02470bc"	0	"-"	"EXPO 37"	"Sharp"
"384...888"	6	232875	233005	"CNAG_02470bcd"	0	"-"	"STAT 37"	"Sharp"
"483...889"	6	199616	199746	"CNAG_02482"	0	"-"	"EXPO 30"	"Broad"
"127...890"	6	189956	190086	"CNAG_02485"	0	"+"	"EXPO 30"	"NA"
"119...891"	6	189956	190086	"CNAG_02485b"	0	"+"	"STAT 30"	"NA"
"91...892"	6	189956	190086	"CNAG_02485bc"	0	"+"	"EXPO 37"	"NA"
"98...893"	6	189956	190086	"CNAG_02485bcd"	0	"+"	"STAT 37"	"NA"
"469...894"	6	189847	189977	"CNAG_02486"	0	"-"	"STAT 30"	"Broad"
"367...895"	6	189847	189977	"CNAG_02486b"	0	"-"	"EXPO 37"	"Broad"
"385...896"	6	189840	189970	"CNAG_02486bc"	0	"-"	"STAT 37"	"Broad"
"470...897"	6	174406	174536	"CNAG_02491"	0	"-"	"STAT 30"	"Broad"
"484...898"	6	163893	164023	"CNAG_02495"	0	"-"	"EXPO 30"	"Broad"
