Id	WT30_a	WT30_b	WT30_c	Fluco_a	Fluco_b	Fluco_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.Fluco_a	norm.Fluco_b	norm.Fluco_c	baseMean	WT	Fluco	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_00145	2047	1174	1441	1228	846	1702	1199	1179	1352	1441	1554	1394	1353.25	1243	1463	1.176	0.234	0.0931615318426958	0.385755481513369	0.0034	0.0318	0.0132	0.0132	TRUE	0.07
CNAG_00146	3574	1943	2167	1720	1111	2506	2093	1951	2033	2018	2041	2053	2031.69	2026	2037	1.005	0.008	0.94655571450503	0.980318393514188	0	0.0306	0.0093	0.0093	TRUE	0.0125
CNAG_00147	31607	22191	18020	17317	9933	24146	18511	22287	16909	20322	18248	19779	19342.58	19236	19450	1.011	0.016	0.918526440138926	0.972673048687606	0.0094	0.0285	0.0177	0.0177	TRUE	0.2354
CNAG_00148	10754	6492	5087	5611	3563	7014	6298	6520	4773	6585	6546	5745	6077.87	5864	6292	1.073	0.101	0.559554222069442	0.812344467695629	0.0168	0.029	0.0216	0.0216	TRUE	0.3226
CNAG_00149	4657	2673	4609	2266	459	3777	2727	2685	4325	2659	843	3094	2722.19	3246	2199	0.678	-0.561	0.170870683980884	0.487266759787464	0.2366	0.03	0.1204	0.1204	TRUE	2.7069
CNAG_00150	7724	4485	4340	4282	2272	5600	4524	4504	4072	5025	4174	4587	4481.09	4367	4595	1.053	0.074	0.594980406416696	0.829698705589277	0.0054	0.0293	0.0137	0.0137	TRUE	0.0811
CNAG_00151	3290	1725	1950	1790	954	2628	1927	1732	1830	2101	1753	2153	1915.82	1830	2002	1.095	0.131	0.37704234919247	0.683317029028634	0.0065	0.0307	0.0153	0.0153	TRUE	0.1395
CNAG_00152	1054	535	770	650	336	948	617	537	723	763	617	777	672.29	626	719	1.151	0.203	0.28489879693621	0.609815225758531	0.0163	0.0354	0.0245	0.0245	TRUE	0.2135
CNAG_00153	1111	476	576	440	260	700	651	478	540	516	478	573	539.43	556	522	0.94	-0.09	0.634666494906914	0.850185834338826	0.015	0.0371	0.0239	0.0239	TRUE	0.2658
CNAG_00154	4060	1796	1695	1720	1138	2180	2378	1804	1590	2018	2091	1786	1944.47	1924	1965	1.02	0.029	0.882559301744796	0.958194378786009	0.0245	0.0307	0.0271	0.0271	TRUE	0.5195
CNAG_00155	3	1	5	0	1	1	2	1	5	0	2	1	1.68	3	1	0.322	-1.633	0.36171291998717	NA	0	2.8803	1.4185	1.4185	TRUE	0.6887
CNAG_00156	7811	5204	4391	4774	2749	5911	4575	5226	4120	5602	5050	4842	4902.64	4640	5165	1.113	0.155	0.31429357580279	0.636417842716176	0.0098	0.0292	0.0168	0.0168	TRUE	0.1482
CNAG_00157	2922	2510	2569	1771	1266	2350	1711	2521	2411	2078	2326	1925	2161.97	2214	2110	0.953	-0.07	0.723477852045241	0.892638857064514	0.0256	0.0304	0.0276	0.0276	TRUE	0.483
CNAG_00158	974	556	692	550	327	877	570	558	649	645	601	718	623.79	592	655	1.108	0.148	0.359743876204404	0.671627090516116	0.0057	0.0359	0.0171	0.0171	TRUE	0.0872
CNAG_00159	661	406	431	408	268	527	387	408	404	479	492	432	433.69	400	468	1.167	0.223	0.148280261362215	0.458407809850683	0	0.0393	0.0148	0.0148	TRUE	0.0557
CNAG_00160	204	139	202	73	62	196	119	140	190	86	114	161	134.79	150	120	0.809	-0.306	0.343487666930945	0.657819062193787	0.0701	0.0639	0.0671	0.0671	TRUE	0.5067
CNAG_00161	872	565	729	730	555	874	511	567	684	857	1020	716	725.73	587	864	1.469	0.555	0.00717226796472713	0.103374561974679	0.0246	0.0348	0.0292	0.0292	TRUE	0.1548
CNAG_00162	68236	33905	22359	37633	28415	25459	39963	34051	20981	44164	52201	20854	35368.95	31665	39073	1.234	0.303	0.382320067565611	0.686835689410613	0.1281	0.0283	0.0868	0.0868	TRUE	0.7741
CNAG_00163	2775	1866	1847	1608	1088	2165	1625	1874	1733	1887	1999	1773	1815.27	1744	1886	1.081	0.113	0.409647752560618	0.708990448486351	0.0035	0.0309	0.0129	0.0129	TRUE	0.0512
CNAG_00164	694	555	907	265	141	624	406	557	851	311	259	511	482.68	605	360	0.598	-0.741	0.0297787844051869	0.216557560850932	0.1273	0.0382	0.0814	0.0814	TRUE	0.3303
CNAG_00165	4453	2486	2588	1963	988	2939	2608	2497	2428	2304	1815	2407	2343.21	2511	2175	0.867	-0.205	0.202216549151984	0.529607316951722	0.0106	0.0303	0.0182	0.0182	TRUE	0.2481
CNAG_00166	1273	767	1037	466	171	884	746	770	973	547	314	724	679.01	830	528	0.639	-0.645	0.0303732744438928	0.218393420410197	0.0847	0.0353	0.0623	0.0623	TRUE	0.428
CNAG_00167	1948	889	896	1094	718	1337	1141	893	841	1284	1319	1095	1095.42	958	1233	1.284	0.361	0.0508271684423746	0.287195991596957	0.0174	0.0326	0.0236	0.0236	TRUE	0.3388
CNAG_00171	1481	868	952	759	532	978	867	872	893	891	977	801	883.6	877	890	1.012	0.017	0.909363522665533	0.969491750245354	0.0035	0.0336	0.0143	0.0143	TRUE	0.0929
CNAG_00172	1737	601	730	577	254	1025	1017	604	685	677	467	840	714.87	769	661	0.861	-0.215	0.449279093936376	0.737056256441945	0.0778	0.0349	0.0568	0.0568	TRUE	0.376
CNAG_00173	754	238	381	373	293	522	442	239	358	438	538	428	406.95	346	468	1.346	0.429	0.098873710505419	0.394567900985688	0.0515	0.04	0.0461	0.0461	TRUE	0.4062
CNAG_00174	4406	1827	1702	1988	1386	2329	2580	1835	1597	2333	2546	1908	2133.22	2004	2262	1.128	0.173	0.443606243234671	0.731892987869088	0.0413	0.0305	0.0364	0.0364	TRUE	0.7716
CNAG_00175	1810	757	864	658	402	889	1060	760	811	772	739	728	811.66	877	746	0.85	-0.235	0.20243095662428	0.529607316951722	0.0154	0.0341	0.0231	0.0231	TRUE	0.4053
CNAG_00176	8558	6664	5829	6329	4146	7263	5012	6693	5470	7427	7617	5949	6361.29	5725	6998	1.222	0.29	0.110545656459556	0.410846342546138	0.0198	0.029	0.0236	0.0236	TRUE	0.2667
CNAG_00177	291	171	233	119	103	330	170	172	219	140	189	270	193.33	187	200	1.074	0.103	0.725277065547363	0.893049864215891	0.0594	0.0531	0.0564	0.0564	TRUE	0.3662
CNAG_00178	1227	788	854	544	341	1071	719	791	801	638	626	877	742.25	770	714	0.93	-0.105	0.585516883481074	0.825871143193375	0.0187	0.0347	0.0253	0.0253	TRUE	0.4845
CNAG_00179	197	140	194	89	52	197	115	141	182	104	96	161	133.23	146	120	0.835	-0.26	0.403615920744915	0.704501468551903	0.0596	0.0643	0.0618	0.0618	TRUE	0.6139
CNAG_00180	4206	2579	2199	2747	2147	2713	2463	2590	2063	3224	3944	2222	2751.18	2372	3130	1.318	0.399	0.0886172265935912	0.376711712250386	0.0443	0.03	0.0392	0.0392	TRUE	0.2264
CNAG_00181	2145	1916	2040	1477	1360	1846	1256	1924	1914	1733	2498	1512	1806.44	1698	1914	1.127	0.172	0.502511108605955	0.776530757551675	0.0615	0.0309	0.0469	0.0469	TRUE	0.8481
CNAG_00182	2574	1445	1869	1760	1436	2231	1507	1451	1754	2065	2638	1828	1873.91	1571	2177	1.384	0.469	0.0138669623395469	0.146846453803163	0.0227	0.0308	0.0256	0.0256	TRUE	0.4092
CNAG_00183	10560	7130	6561	4346	2998	5647	6184	7161	6156	5100	5508	4626	5789.21	6500	5078	0.781	-0.357	0.0136567968265496	0.146846453803163	0.0074	0.029	0.0149	0.0149	TRUE	0.0962
CNAG_00184	4131	3081	3167	1832	1051	2896	2419	3094	2972	2150	1931	2372	2489.72	2828	2151	0.761	-0.393	0.0188861927934066	0.174640881656501	0.0127	0.0301	0.0198	0.0198	TRUE	0.1961
CNAG_00185	4216	2578	2457	2500	1641	3002	2469	2589	2306	2934	3015	2459	2628.56	2455	2803	1.141	0.19	0.197472709558224	0.522745957930871	0.0068	0.03	0.0153	0.0153	TRUE	0.1413
CNAG_00186	472	190	230	145	86	187	276	191	216	170	158	153	194.07	228	160	0.702	-0.511	0.0264247305907084	0.205257791753861	0.0179	0.053	0.0324	0.0324	TRUE	0.413
CNAG_00187	3181	1919	1840	1692	1065	2170	1863	1927	1727	1986	1957	1778	1872.74	1839	1907	1.036	0.051	0.697808350796241	0.88088302092408	0.0029	0.0308	0.012	0.012	TRUE	0.0434
CNAG_00188	1235	896	1043	781	501	1155	723	900	979	917	920	946	897.48	867	928	1.071	0.099	0.561944772329173	0.813246493129604	0.0115	0.0336	0.0199	0.0199	TRUE	0.2586
CNAG_00189	1382	1036	1134	829	572	1064	809	1040	1064	973	1051	872	968.2	971	965	0.993	-0.01	0.955992861457198	0.983725128187625	0.0148	0.0332	0.022	0.022	TRUE	0.2602
CNAG_00190	5988	3010	2484	2801	2047	3150	3507	3023	2331	3287	3761	2580	3081.44	2954	3209	1.086	0.119	0.588739450716359	0.826903078051903	0.0381	0.0298	0.0344	0.0344	TRUE	0.3313
CNAG_00191	519	356	463	313	178	521	304	358	434	367	327	427	369.51	365	374	1.028	0.04	0.852235432416805	0.94605584110756	0.0227	0.0412	0.0305	0.0305	TRUE	0.3154
CNAG_00192	507	360	407	292	194	427	297	362	382	343	356	350	348.2	347	350	1.01	0.014	0.937132016890387	0.97866992604598	0.0075	0.042	0.0206	0.0206	TRUE	0.1932
CNAG_00193	5821	3402	4445	2762	1234	4687	3409	3417	4171	3241	2267	3839	3390.72	3666	3116	0.851	-0.233	0.297081450300816	0.621814761774458	0.0362	0.0296	0.0357	0.0357	TRUE	0.4341
CNAG_00194	2424	1438	1596	1386	748	1708	1420	1444	1498	1627	1374	1399	1460.2	1454	1467	1.009	0.013	0.923783201132929	0.974612646932213	0.0038	0.0315	0.0134	0.0134	TRUE	0.1094
CNAG_00195	1118	824	1207	548	312	841	655	828	1133	643	573	689	753.34	872	635	0.73	-0.454	0.0535249163330369	0.296663707279896	0.0407	0.0346	0.0383	0.0383	TRUE	0.3144
CNAG_00229	1609	739	717	550	424	717	942	742	673	645	779	587	728.17	786	670	0.85	-0.234	0.253891532321887	0.584583153359945	0.0245	0.0348	0.0288	0.0288	TRUE	0.3687
CNAG_00231	732	547	640	345	200	535	429	549	601	405	367	438	464.85	526	403	0.77	-0.377	0.0575804753546008	0.306887591935831	0.0175	0.0385	0.0261	0.0261	TRUE	0.32
CNAG_00232	56765	37205	45565	24166	11723	40709	33245	37365	42756	28360	21536	33346	32768.04	37789	27747	0.734	-0.445	0.0295258284197059	0.215612857460177	0.0307	0.0284	0.0302	0.0302	TRUE	0.3971
CNAG_00233	1718	1212	1687	816	446	1217	1006	1217	1583	958	819	997	1096.7	1269	925	0.73	-0.454	0.0324455525392723	0.225256151891829	0.0301	0.0326	0.0315	0.0315	TRUE	0.3054
CNAG_00234	1173	575	712	521	286	792	687	577	668	611	525	649	619.69	644	595	0.926	-0.111	0.510518469061771	0.781318414419801	0.0074	0.036	0.0188	0.0188	TRUE	0.1143
CNAG_00235	1573	979	1433	889	397	1717	921	983	1345	1043	729	1406	1071.36	1083	1059	0.981	-0.028	0.917223378792808	0.972189786452869	0.0714	0.0327	0.0526	0.0526	TRUE	0.2296
CNAG_00236	1905	921	1158	767	341	1325	1116	925	1087	900	626	1085	956.53	1043	870	0.837	-0.256	0.265247062389492	0.591341652708417	0.0402	0.0332	0.037	0.037	TRUE	0.3729
CNAG_00237	9335	6275	7288	5183	2103	8417	5467	6302	6839	6082	3863	6895	5908.06	6203	5613	0.905	-0.143	0.543560637020035	0.803022954621345	0.0493	0.029	0.0399	0.0399	TRUE	0.9011
CNAG_00238	19535	13239	14407	9193	4427	14321	11441	13296	13519	10788	8133	11731	11484.61	12752	10217	0.801	-0.319	0.0840538091744576	0.367216489993425	0.0205	0.0286	0.0245	0.0245	TRUE	0.3875
CNAG_00239	1505	1192	1034	560	375	984	881	1197	970	657	689	806	866.82	1016	717	0.707	-0.5	0.00770550853256077	0.10718882784401	0.017	0.0338	0.024	0.024	TRUE	0.2891
CNAG_00240	2280	1224	1422	989	516	1631	1335	1229	1334	1161	948	1336	1223.91	1299	1148	0.885	-0.176	0.317448260190337	0.63920124292504	0.0142	0.0321	0.0214	0.0214	TRUE	0.2615
CNAG_00241	2078	1068	1443	893	449	1420	1217	1073	1354	1048	825	1163	1113.27	1215	1012	0.835	-0.26	0.173566973977028	0.491791128881788	0.0198	0.0325	0.0254	0.0254	TRUE	0.2999
CNAG_00242	38	17	37	7	5	27	22	17	35	8	9	22	18.93	25	13	0.553	-0.854	0.170408054292962	NA	0.1538	0.2821	0.2175	0.2175	TRUE	1.1238
CNAG_00243	626	313	436	331	175	438	367	314	409	388	321	359	359.8	363	356	0.982	-0.026	0.890899656087975	0.962278887623426	0.0097	0.0416	0.0228	0.0228	TRUE	0.1548
CNAG_00246	2675	1635	1734	1477	898	2091	1567	1642	1627	1733	1650	1713	1655.27	1612	1699	1.054	0.077	0.519066320123085	0.785562679774534	0	0.0311	0.0095	0.0095	TRUE	0.0075
CNAG_00247	4517	1907	1659	3169	1909	2909	2645	1915	1557	3719	3507	2383	2621.03	2039	3203	1.57	0.65	0.0113270144051936	0.133364761058921	0.0615	0.03	0.0471	0.0471	TRUE	0.8246
CNAG_00248	983	634	606	554	407	846	576	637	569	650	748	693	645.32	594	697	1.173	0.23	0.124365143052716	0.428024915002088	0.0021	0.0357	0.0145	0.0145	TRUE	0.0464
CNAG_00249	3031	2105	1828	1375	894	1804	1775	2114	1715	1614	1642	1478	1723.03	1868	1578	0.844	-0.244	0.106977663499419	0.408036070157581	0.0073	0.031	0.0159	0.0159	TRUE	0.1594
CNAG_00250	5249	3121	2732	2633	1546	3298	3074	3134	2564	3090	2840	2702	2900.62	2924	2877	0.984	-0.024	0.874857446303995	0.955647515978697	0.008	0.0299	0.0158	0.0158	TRUE	0.141
CNAG_00251	225	48	60	40	37	52	132	48	56	47	68	43	65.63	79	53	0.655	-0.611	0.188685266549298	0.510705988519402	0.1728	0.1014	0.1381	0.1381	TRUE	3.6092
CNAG_00252	649	400	606	352	221	475	380	402	569	413	406	389	426.44	450	403	0.895	-0.16	0.454842941558779	0.741237729662496	0.0232	0.0395	0.0304	0.0304	TRUE	0.6156
CNAG_00253	2844	1721	1529	1663	1173	2090	1666	1728	1435	1952	2155	1712	1774.54	1610	1940	1.204	0.267	0.0984766761935624	0.393968406952316	0.0103	0.0309	0.0183	0.0183	TRUE	0.1288
CNAG_00254	4209	1738	1583	2075	1478	2077	2465	1745	1485	2435	2715	1701	2091.26	1898	2284	1.202	0.265	0.301032484648864	0.625059882638456	0.0583	0.0305	0.0468	0.0468	TRUE	0.8297
CNAG_00255	2405	979	1103	719	439	1179	1408	983	1035	844	806	966	1007.12	1142	872	0.764	-0.389	0.0502193847026057	0.285791327717146	0.0237	0.033	0.0274	0.0274	TRUE	0.506
CNAG_00256	8865	4536	5503	3047	1365	4860	5192	4556	5164	3576	2508	3981	4162.59	4971	3355	0.675	-0.566	0.00548870490466407	0.0905565395769511	0.028	0.0294	0.0297	0.0297	TRUE	0.5859
CNAG_00257	3965	2755	2847	3270	1886	4408	2322	2767	2671	3837	3465	3611	3112.25	2587	3638	1.407	0.493	0.000381914342648363	0.0179926475715025	0.0049	0.0298	0.0135	0.0135	TRUE	0.0984
CNAG_00258	2031	1354	1319	1237	679	1773	1189	1360	1238	1452	1247	1452	1323.06	1262	1384	1.098	0.135	0.355528461029403	0.669036587850806	0.0049	0.0318	0.0146	0.0146	TRUE	0.0857
CNAG_00259	2377	1684	2273	970	453	1736	1392	1691	2133	1138	832	1422	1434.8	1739	1131	0.652	-0.618	0.0139371888809267	0.146846453803163	0.0559	0.0316	0.0447	0.0447	TRUE	0.2884
CNAG_00260	4726	3441	3572	2209	1150	3014	2768	3456	3352	2592	2113	2469	2791.55	3192	2391	0.75	-0.415	0.0111903775471424	0.133055047743956	0.0116	0.0299	0.0189	0.0189	TRUE	0.1655
CNAG_00261	35956	21021	20890	17715	8768	26894	21058	21112	19602	20789	16108	22030	20116.39	20591	19642	0.954	-0.068	0.681398215109915	0.872413796566434	0.011	0.0284	0.0196	0.0196	TRUE	0.3024
CNAG_00262	93	55	68	28	20	64	54	55	64	33	37	52	49.26	58	41	0.714	-0.485	0.16672169619878	NA	0.0118	0.1258	0.0666	0.0666	TRUE	0.5769
CNAG_00263	1713	1282	1320	921	674	1260	1003	1288	1239	1081	1238	1032	1146.75	1177	1117	0.949	-0.076	0.658551563674667	0.862878590862655	0.0125	0.0324	0.0202	0.0202	TRUE	0.2032
CNAG_00264	7889	5278	4808	4708	4106	5881	4620	5301	4512	5525	7543	4817	5386.34	4811	5962	1.239	0.309	0.130069211716141	0.436210154225889	0.0318	0.0291	0.0298	0.0298	TRUE	0.6532
CNAG_00265	4183	2760	3746	1860	857	2983	2450	2772	3515	2183	1574	2443	2489.57	2912	2067	0.711	-0.493	0.0287406769394735	0.212554958387504	0.0403	0.0301	0.0362	0.0362	TRUE	0.5163
CNAG_00266	1789	1002	989	1040	781	1290	1048	1006	928	1220	1435	1057	1115.67	994	1237	1.242	0.313	0.0683652858518975	0.330960780529843	0.0123	0.0325	0.0203	0.0203	TRUE	0.2114
CNAG_00267	1124	798	809	559	370	823	658	801	759	656	680	674	704.79	739	670	0.907	-0.141	0.355868886828676	0.669087998351323	0.0047	0.035	0.0153	0.0153	TRUE	0.1137
CNAG_00268	7657	4395	5958	2352	925	4801	4484	4414	5591	2760	1699	3933	3813.52	4830	2797	0.58	-0.787	0.00667304350922172	0.100441638097084	0.0887	0.0295	0.0603	0.0603	TRUE	0.3911
CNAG_00269	645	267	110	364	573	269	378	268	103	427	1053	220	408.21	250	567	2.266	1.18	0.132682017427271	0.43863065494575	0.4412	0.04	0.2141	0.4412	TRUE	0.5257
CNAG_00270	5949	2631	3312	2803	1883	3938	3484	2642	3108	3289	3459	3226	3201.44	3078	3325	1.08	0.11	0.478142505329613	0.75830598522841	0.009	0.0297	0.0171	0.0171	TRUE	0.186
CNAG_00271	1323	1031	1226	804	507	1417	775	1035	1150	944	931	1161	999.39	987	1012	1.027	0.039	0.850529621797503	0.94605584110756	0.0273	0.033	0.0297	0.0297	TRUE	0.4312
CNAG_00272	2401	1877	1662	1601	908	2157	1406	1885	1560	1879	1668	1767	1694.1	1617	1771	1.096	0.133	0.426542348669494	0.720783820275589	0.0118	0.031	0.0195	0.0195	TRUE	0.2535
CNAG_00273	396	167	228	182	91	297	232	168	214	214	167	243	206.27	205	208	1.022	0.031	0.898083151356194	0.965005665980813	0.0252	0.0515	0.037	0.037	TRUE	0.2773
CNAG_00274	1107	566	625	625	354	938	648	568	586	733	650	768	659.23	601	717	1.195	0.257	0.0982668983977688	0.393968406952316	0.0044	0.0355	0.0158	0.0158	TRUE	0.0737
CNAG_00275	4057	1786	1389	1318	1167	1804	2376	1794	1303	1547	2144	1478	1773.57	1824	1723	0.943	-0.084	0.745777545801592	0.902935804134617	0.0642	0.0309	0.0483	0.0483	TRUE	0.2207
CNAG_00276	545	351	435	310	212	441	319	353	408	364	389	361	365.73	360	371	1.032	0.046	0.798095097831925	0.922156568884698	0.0068	0.0414	0.0201	0.0201	TRUE	0.1584
CNAG_00277	803	544	781	404	313	733	470	546	733	474	575	600	566.5	583	550	0.944	-0.083	0.709775422550881	0.885831914188307	0.0323	0.0367	0.0342	0.0342	TRUE	0.5943
CNAG_00278	1967	1110	1446	989	617	1426	1152	1115	1357	1161	1133	1168	1180.97	1208	1154	0.956	-0.065	0.657626795437338	0.862029786258962	0.0047	0.0323	0.0146	0.0146	TRUE	0.139
CNAG_00279	8974	4418	6284	5977	3726	7787	5256	4437	5897	7014	6845	6379	5971.2	5197	6746	1.298	0.376	0.0168850584178868	0.166890244579268	0.0108	0.029	0.0177	0.0177	TRUE	0.1987
CNAG_00280	8366	5911	5747	3415	1968	4689	4900	5936	5393	4008	3615	3841	4615.46	5410	3821	0.707	-0.501	0.000315955841375808	0.0156385895130584	0.0056	0.0293	0.0137	0.0137	TRUE	0.0885
CNAG_00283	1382	699	730	739	502	1000	809	702	685	867	922	819	800.83	732	869	1.185	0.245	0.108081239970659	0.409362734563561	0.005	0.0342	0.0154	0.0154	TRUE	0.1043
CNAG_00284	564	338	411	262	211	484	330	339	386	307	388	396	357.83	352	364	1.035	0.049	0.794615760760702	0.920338957013459	0.01	0.0416	0.0229	0.0229	TRUE	0.2115
CNAG_00285	2595	1649	1329	1244	955	1547	1520	1656	1247	1460	1754	1267	1484.08	1474	1494	1.012	0.017	0.930341432910366	0.976208718016875	0.0227	0.0314	0.0264	0.0264	TRUE	0.2743
CNAG_00286	5323	3127	3584	2849	1561	3591	3117	3140	3363	3343	2868	2942	3128.93	3207	3051	0.952	-0.072	0.590579159297327	0.827914687293783	0.0038	0.0297	0.0124	0.0124	TRUE	0.0854
CNAG_00287	14996	11332	12384	9848	6282	12497	8782	11381	11620	11557	11541	10237	10853.04	10594	11112	1.049	0.069	0.677548702973969	0.869577581605787	0.0141	0.0287	0.0196	0.0196	TRUE	0.2743
CNAG_00288	1913	1088	1508	1153	881	1528	1120	1093	1415	1353	1618	1252	1308.55	1209	1408	1.163	0.218	0.238568776865663	0.5690879851979	0.0188	0.0319	0.0238	0.0238	TRUE	0.2651
CNAG_00289	1386	827	841	833	526	1191	812	831	789	978	966	976	891.82	811	973	1.201	0.264	0.0367733709584466	0.240819112599995	0	0.0336	0.0104	0.0104	TRUE	0.0062
CNAG_00290	3917	2107	2159	1907	1233	2441	2294	2116	2026	2238	2265	2000	2156.43	2145	2168	1.009	0.013	0.920832713701692	0.973429946520745	0.004	0.0304	0.0127	0.0127	TRUE	0.0567
CNAG_00291	2531	2096	2134	1367	919	2039	1482	2105	2002	1604	1688	1670	1758.75	1863	1654	0.888	-0.171	0.342694575652454	0.657360123242465	0.0174	0.0309	0.0228	0.0228	TRUE	0.3916
CNAG_00292	5558	4460	6303	3295	1446	4683	3255	4479	5914	3867	2656	3836	4001.33	4549	3453	0.759	-0.397	0.124041440848474	0.428024915002088	0.0624	0.0294	0.0478	0.0478	TRUE	0.1769
CNAG_00293	4597	3004	3412	2791	1702	4083	2692	3017	3202	3275	3127	3345	3109.58	2970	3249	1.094	0.13	0.331097402757927	0.649101153287342	0.0039	0.0298	0.0126	0.0126	TRUE	0.0824
CNAG_00294	5043	3019	3089	2276	1357	3181	2953	3032	2899	2671	2493	2606	2775.6	2961	2590	0.875	-0.193	0.0945783955427565	0.389853489696901	3e-04	0.0299	0.0092	0.0092	TRUE	0.0126
CNAG_00295	2	0	2	0	1	2	1	0	2	0	2	2	1.09	1	1	1.11	0.151	0.944154013327925	NA	0	4.4481	2.3936	2.3936	TRUE	0.362
CNAG_00299	2073	1191	1344	1114	590	1664	1214	1196	1261	1307	1084	1363	1237.6	1224	1251	1.025	0.035	0.817427591560083	0.933847767420134	0.0061	0.0321	0.0157	0.0157	TRUE	0.1575
CNAG_00300	2953	2031	2082	1787	1039	2616	1729	2040	1954	2097	1909	2143	1978.59	1908	2050	1.076	0.105	0.455002724445237	0.741237729662496	0.0046	0.0306	0.0138	0.0138	TRUE	0.082
CNAG_00301	11434	7212	5248	7665	5447	7572	6696	7243	4924	8995	10007	6203	7344.71	6288	8402	1.336	0.418	0.0765199438572015	0.348985601091594	0.0459	0.0289	0.0399	0.0399	TRUE	0.6416
CNAG_00302	344	198	279	293	188	486	201	199	262	344	345	398	291.57	221	362	1.648	0.72	0.000363427264039481	0.0174472412097149	0.0122	0.0447	0.0258	0.0258	TRUE	0.2896
CNAG_00303	85	95	118	80	60	117	50	95	111	94	110	96	92.64	85	100	1.177	0.235	0.50694024910092	0.779165210525255	0.0782	0.0801	0.0791	0.0791	TRUE	1.3171
CNAG_00304	759	536	744	387	251	676	445	538	698	454	461	554	524.99	560	490	0.876	-0.19	0.392496553211043	0.695556617333476	0.0298	0.0374	0.0337	0.0337	TRUE	0.3504
CNAG_00305	16025	11433	13064	8924	4881	12443	9385	11482	12259	10473	8967	10193	10459.67	11042	9878	0.895	-0.16	0.320515571289874	0.640930761880942	0.0122	0.0287	0.0187	0.0187	TRUE	0.2111
CNAG_00306	2879	2286	1934	1477	958	1585	1686	2296	1815	1733	1760	1298	1764.72	1932	1597	0.826	-0.276	0.170526036465097	0.486908886813042	0.0261	0.0309	0.0285	0.0285	TRUE	0.3277
CNAG_00307	2358	2401	2628	1927	1299	3217	1381	2411	2466	2261	2386	2635	2256.88	2086	2427	1.164	0.22	0.365995353934518	0.67618065245136	0.0522	0.0303	0.0421	0.0421	TRUE	1.0678
CNAG_00308	3709	2581	2352	2317	1713	2938	2172	2592	2207	2719	3147	2407	2540.66	2324	2758	1.186	0.246	0.141586514986075	0.450790462555923	0.0135	0.0301	0.0198	0.0198	TRUE	0.1826
CNAG_00309	3245	1769	1740	1809	1291	2358	1900	1777	1633	2123	2372	1932	1955.99	1770	2142	1.209	0.273	0.0698608316418857	0.334128397028794	0.0074	0.0307	0.0159	0.0159	TRUE	0.1043
CNAG_00310	1628	938	1086	691	381	1130	953	942	1019	811	700	926	891.84	971	812	0.838	-0.254	0.122628421490854	0.426461040969009	0.0089	0.0336	0.0183	0.0183	TRUE	0.1801
CNAG_00311	7911	4873	5092	3560	1807	4949	4633	4894	4778	4178	3320	4054	4309.42	4768	3851	0.808	-0.308	0.035768163113461	0.237895543207759	0.0073	0.0293	0.0152	0.0152	TRUE	0.1741
CNAG_00312	1419	1156	1290	852	541	1256	831	1161	1210	1000	994	1029	1037.51	1067	1008	0.945	-0.082	0.668864981408215	0.867350182309778	0.0201	0.0328	0.0252	0.0252	TRUE	0.459
CNAG_00313	1962	1215	1057	910	643	1286	1149	1220	992	1068	1181	1053	1110.62	1120	1101	0.981	-0.027	0.860076909481331	0.948509771146528	0.0066	0.0325	0.016	0.016	TRUE	0.1197
CNAG_00314	1955	956	988	988	774	1436	1145	960	927	1159	1422	1176	1131.64	1011	1252	1.237	0.306	0.0719745243174491	0.338158453102953	0.0123	0.0325	0.02	0.02	TRUE	0.1648
CNAG_00315	48546	22816	13310	21082	16110	16496	28431	22914	12489	24741	29596	13513	21947.27	21278	22617	1.063	0.088	0.800934890976115	0.92383177533612	0.1565	0.0284	0.0875	0.0875	TRUE	0.4963
CNAG_00316	4373	3117	3550	2459	1596	3339	2561	3130	3331	2886	2932	2735	2929.25	3007	2851	0.948	-0.077	0.620064832212423	0.84201242413309	0.0097	0.0299	0.017	0.017	TRUE	0.2068
CNAG_00317	1028	665	796	509	288	835	602	668	747	597	529	684	637.87	672	603	0.901	-0.15	0.403004175407247	0.704313306502257	0.0117	0.0357	0.0216	0.0216	TRUE	0.1635
CNAG_00318	3235	2135	2068	2058	1558	2456	1895	2144	1941	2415	2862	2012	2211.41	1993	2430	1.218	0.284	0.109689771604785	0.410203413483374	0.0169	0.0304	0.0223	0.0223	TRUE	0.1733
